iter	Passed	Remaining
188	237	1017
189	237	1013
190	238	1008
191	238	1004
192	239	999
193	239	995
194	239	990
195	240	986
196	240	981
197	241	977
198	241	972
199	242	968
200	242	964
201	243	960
202	243	956
203	243	952
204	244	947
205	244	943
206	245	939
207	245	935
208	246	931
209	246	927
210	247	924
211	247	920
212	248	916
213	248	913
214	249	909
215	249	905
216	249	901
217	250	898
218	250	894
219	251	890
220	251	887
221	252	883
222	252	880
223	253	876
224	253	873
225	253	869
226	254	866
227	254	863
228	255	859
229	255	856
230	256	852
231	256	849
232	257	846
233	257	843
234	258	839
235	258	836
236	258	833
237	259	830
238	259	827
239	260	824
240	260	821
241	261	818
242	261	816
243	262	813
244	263	810
245	263	807
246	263	804
247	264	801
248	264	798
249	265	795
250	265	792
251	266	790
252	266	787
253	267	784
254	267	781
255	267	778
256	268	776
257	268	773
258	269	770
259	269	767
260	270	765
261	270	762
262	271	759
263	271	757
264	272	754
265	272	752
266	273	749
267	273	747
268	273	744
269	274	741
270	274	739
271	275	736
272	275	734
273	276	731
274	276	729
275	277	726
276	277	724
277	277	721
278	278	719
279	278	717
280	279	714
281	279	712
282	280	709
283	280	707
284	281	705
285	281	702
286	282	701
287	282	698
288	283	696
289	283	694
290	284	692
291	284	690
292	285	687
293	285	685
294	286	683
295	286	681
296	286	679
297	287	676
298	287	674
299	288	672
300	288	670
301	289	668
302	289	666
303	290	664
304	290	661
305	290	659
306	291	657
307	291	655
308	292	653
309	292	651
310	293	650
311	294	648
312	294	647
313	295	645
314	295	643
315	296	641
316	296	639
317	297	637
318	297	635
319	298	634
320	298	632
321	299	630
322	299	628
323	300	627
324	301	625
325	301	623
326	302	621
327	302	619
328	303	618
329	303	616
330	303	614
331	304	612
332	304	610
333	305	608
334	305	607
335	306	605
336	306	603
337	307	601
338	307	599
339	308	598
340	308	596
341	309	594
342	309	592
343	309	590
344	310	589
345	310	587
346	311	585
347	311	583
348	312	582
349	312	580
350	313	578
351	313	577
352	313	575
353	314	573
354	314	571
355	315	570
356	315	568
357	316	566
358	316	565
359	317	563
360	317	562
361	317	560
362	318	558
363	318	557
364	319	555
365	319	554
366	320	552
367	320	551
368	321	549
369	321	547
370	322	546
371	322	544
372	323	543
373	323	541
374	324	540
375	324	538
376	324	536
377	325	535
378	325	533
379	326	532
380	326	530
381	327	529
382	329	531
383	330	530
384	331	529
385	331	527
386	332	526
387	332	524
388	333	523
389	333	522
390	334	520
391	334	519
392	335	517
393	335	516
394	336	514
395	336	513
396	337	511
397	337	510
398	337	508
399	338	507
400	338	506
401	339	504
402	339	503
403	340	501
404	340	500
405	341	499
406	341	497
407	342	496
408	342	494
409	342	493
410	343	492
411	343	490
412	344	489
413	344	487
414	345	486
415	345	485
416	346	483
417	346	482
418	346	481
419	347	479
420	347	478
421	348	477
422	348	475
423	349	474
424	349	473
425	350	471
426	350	470
427	351	469
428	351	467
429	351	466
430	352	465
431	352	463
432	353	462
433	353	461
434	354	459
435	354	458
436	355	457
437	355	456
438	355	454
439	356	453
440	356	452
441	357	451
442	357	449
443	358	448
444	358	447
445	359	446
446	359	444
447	360	443
448	360	442
449	361	441
450	361	440
451	361	438
452	362	437
453	362	436
454	363	435
455	363	433
456	364	432
457	364	431
458	365	430
459	365	429
460	366	427
461	366	426
462	366	425
463	367	424
464	367	423
465	368	422
466	368	420
467	369	419
468	369	418
469	370	417
470	370	416
471	370	414
472	371	413
473	371	412
474	372	411
475	372	410
476	373	409
477	373	408
478	374	406
479	374	405
480	374	404
481	375	403
482	375	402
483	376	401
484	376	400
485	377	398
486	377	397
487	378	396
488	378	395
489	378	394
490	379	393
491	379	392
492	380	391
493	380	389
494	381	388
495	381	387
496	382	386
497	382	385
498	382	384
499	383	383
500	383	382
501	384	381
502	384	380
503	385	379
504	385	378
505	386	376
506	386	375
507	387	374
508	387	373
509	388	372
510	388	371
511	389	370
512	389	370
513	390	369
514	390	368
515	391	367
516	391	366
517	392	365
518	392	364
519	393	363
520	393	362
521	394	361
522	394	360
523	395	359
524	395	358
525	396	356
526	396	355
527	397	354
528	397	353
529	397	352
530	398	351
531	398	350
532	399	349
533	399	348
534	400	347
535	400	346
536	401	345
537	401	344
538	402	343
539	402	342
540	402	341
541	403	340
542	403	339
543	404	338
544	404	337
545	405	336
546	405	335
547	406	334
548	406	333
549	406	332
550	407	331
551	407	330
552	408	330
553	408	329
554	409	328
555	409	327
556	410	326
557	410	325
558	411	324
559	411	323
560	411	322
561	412	321
562	412	320
563	413	319
564	413	318
565	414	317
566	414	316
567	414	315
568	415	314
569	415	313
570	416	312
571	416	311
572	417	310
573	417	309
574	418	309
575	418	308
576	418	307
577	419	306
578	419	305
579	420	304
580	420	303
581	421	302
582	421	301
583	422	300
584	422	299
585	423	298
586	423	297
587	423	297
588	424	296
589	424	295
590	425	294
591	425	293
592	426	292
593	426	291
594	427	290
595	428	290
596	428	289
597	429	288
598	430	288
599	430	287
600	431	286
601	431	285
602	432	284
603	432	283
604	433	282
605	433	281
606	433	280
607	434	280
608	434	279
609	435	278
610	435	277
611	436	276
612	436	275
613	437	274
614	437	273
615	438	273
616	438	272
617	439	271
618	439	270
619	439	269
620	440	268
621	440	267
622	441	267
623	441	266
624	442	265
625	442	264
626	443	263
627	443	262
628	443	261
629	444	260
630	444	260
631	445	259
632	445	258
633	446	257
634	446	256
635	446	255
636	447	254
637	447	254
638	448	253
639	448	252
640	449	251
641	449	250
642	450	249
643	450	249
644	451	248
645	451	247
646	451	246
647	452	245
648	452	244
649	453	244
650	453	243
651	454	242
652	454	241
653	455	240
654	455	239
655	455	239
656	456	238
657	456	237
658	457	236
659	457	235
660	458	234
661	458	234
662	459	233
663	459	232
664	459	231
665	460	230
666	460	230
667	461	229
668	461	228
669	462	227
670	462	226
671	463	226
672	463	225
673	464	224
674	464	223
675	464	222
676	465	222
677	465	221
678	466	220
679	466	219
680	467	218
681	467	218
682	468	217
683	468	216
684	468	215
685	469	214
686	469	214
687	470	213
688	470	212
689	471	211
690	471	210
691	472	210
692	472	209
693	473	208
694	473	207
695	473	206
696	474	206
697	474	205
698	475	204
699	475	203
700	476	203
701	476	202
702	477	201
703	477	200
704	477	200
705	478	199
706	478	198
707	479	197
708	479	196
709	480	196
710	480	195
711	481	194
712	481	193
713	482	193
714	483	192
715	483	191
716	484	191
717	484	190
718	485	189
719	485	188
720	486	188
721	486	187
722	487	186
723	487	185
724	488	185
725	488	184
726	489	183
727	490	183
728	490	182
729	490	181
730	491	180
731	491	180
732	492	179
733	492	178
734	493	177
735	493	177
736	494	176
737	494	175
738	495	174
739	495	174
740	495	173
741	496	172
742	496	171
743	497	171
744	497	170
745	498	169
746	498	168
747	499	168
748	499	167
749	500	166
750	500	166
751	501	165
752	501	164
753	502	163
754	502	163
755	503	162
756	503	161
757	503	160
758	504	160
759	504	159
760	505	158
761	505	157
762	506	157
763	506	156
764	507	155
765	507	155
766	508	154
767	508	153
768	508	152
769	509	152
770	509	151
771	510	150
772	510	150
773	511	149
774	511	148
775	512	147
776	512	147
777	513	146
778	513	145
779	513	144
780	514	144
781	514	143
782	515	142
783	515	142
784	516	141
785	516	140
786	517	139
787	517	139
788	517	138
789	518	137
790	518	137
791	519	136
792	519	135
793	520	135
794	520	134
795	521	133
796	521	132
797	522	132
798	522	131
799	523	130
800	523	130
801	524	129
802	524	128
803	525	128
804	525	127
805	526	126
806	526	125
807	527	125
808	527	124
809	527	123
810	528	123
811	528	122
812	529	121
813	529	121
814	530	120
815	530	119
816	531	118
817	531	118
818	531	117
819	532	116
820	532	116
821	533	115
822	533	114
823	534	114
824	534	113
825	534	112
826	535	111
827	535	111
828	536	110
829	536	109
830	537	109
831	537	108
832	538	107
833	538	107
834	538	106
835	539	105
836	539	105
837	540	104
838	540	103
839	541	103
840	541	102
841	541	101
842	542	101
843	542	100
844	543	99
845	543	98
846	544	98
847	544	97
848	545	96
849	545	96
850	545	95
851	546	94
852	546	94
853	547	93
854	547	92
855	548	92
856	548	91
857	549	90
858	549	90
859	550	89
860	550	88
861	551	88
862	551	87
863	552	86
864	552	86
865	552	85
866	553	84
867	553	84
868	554	83
869	554	82
870	555	82
871	555	81
872	556	80
873	556	80
874	557	79
875	557	78
876	557	78
877	558	77
878	558	76
879	559	76
880	559	75
881	560	74
882	560	74
883	561	73
884	561	73
885	562	72
886	562	71
887	563	71
888	563	70
889	564	69
890	564	69
891	565	68
892	565	67
893	566	67
894	566	66
895	567	65
896	567	65
897	568	64
898	568	63
899	568	63
900	569	62
901	569	61
902	570	61
903	570	60
904	571	59
905	571	59
906	572	58
907	572	58
908	572	57
909	573	56
910	573	56
911	574	55
912	574	54
913	575	54
914	575	53
915	576	52
916	576	52
917	576	51
918	577	50
919	577	50
920	578	49
921	578	48
922	579	48
923	579	47
924	580	47
925	580	46
926	580	45
927	581	45
928	581	44
929	582	43
930	582	43
931	583	42
932	583	41
933	584	41
934	584	40
935	584	39
936	585	39
937	585	38
938	586	38
939	586	37
940	587	36
941	587	36
942	588	35
943	588	34
944	589	34
945	589	33
946	590	33
947	590	32
948	591	31
949	591	31
950	592	30
951	592	29
952	592	29
953	593	28
954	593	27
955	594	27
956	594	26
957	595	26
958	595	25
959	596	24
960	596	24
961	597	23
962	597	22
963	597	22
964	598	21
965	598	21
966	599	20
967	599	19
968	600	19
969	600	18
970	601	17
971	601	17
972	601	16
973	602	16
974	602	15
975	603	14
976	603	14
977	604	13
978	604	12
979	605	12
980	605	11
981	605	11
982	606	10
983	606	9
984	607	9
985	607	8
986	608	8
987	608	7
988	609	6
989	609	6
990	609	5
991	610	4
992	610	4
993	611	3
994	611	3
995	612	2
996	612	1
997	613	1
998	613	0
999	613	0
